p min 40422 98256
a 11557 11736 -3.4347926
a 11559 11640 -2.0405750
a 11559 11720 0.3372712
a 11561 11652 -3.6244731
a 11561 11748 -3.1386758
a 11563 11686 -0.6942065
a 11563 11776 0.2077101
a 11565 11682 -3.4013941
a 11565 11774 -2.4253223
a 11567 11660 -3.7878324
a 11567 11740 -3.5571853
a 11569 11654 -2.4568093
a 11569 11744 -1.7813905
a 11571 11656 -3.6655212
a 11571 11742 -3.3241682
a 11573 11658 -3.6377263
a 11573 11752 -3.5414350
a 11575 11650 -3.6134143
a 11575 11750 -3.5110238
a 11577 11670 -3.5141112
a 11577 11764 -3.0018458
a 11579 11668 -3.9010523
a 11579 11770 -3.5525341
a 11581 11672 -4.1348010
a 11583 11674 -3.2351274
a 11583 11760 -2.6988440
a 11585 11680 -3.7249114
a 11585 11766 -3.2277836
a 11587 11768 -2.1959287
a 11589 11684 -3.5734708
a 11589 11784 -1.8854774
a 11591 11664 -3.6203678
a 11591 11754 -1.7653784
a 11595 11676 -3.5127450
a 11595 11780 -2.9380522
a 11597 11678 -3.3442733
a 11597 11788 -2.5239291
a 11599 11698 -2.8982942
a 11599 11772 0.9738359
a 11601 11696 -3.7764176
a 11601 11782 -3.4267957
a 11603 11666 -2.5813538
a 11603 11758 -1.3280347
a 11605 11690 -3.3900169
a 11605 11778 -3.1192892
a 11607 11702 -2.8386108
a 11607 11794 -3.5964421
a 11609 11700 -3.0086193
a 11609 11796 -2.6773100
a 11611 11704 -2.7472164
a 11611 11790 0.2446445
a 11615 11718 -4.4421756
a 11615 11812 -3.7775536
a 11617 11712 -3.9346857
a 11617 11802 -2.6620892
a 11619 11710 -3.6829727
a 11619 11804 -3.7528011
a 11621 11706 -3.7593061
a 11621 11798 -3.4748807
a 11623 11714 -3.9004290
a 11623 11810 -3.2747837
a 11625 11716 -4.0263512
a 11625 11816 -3.5536048
a 11627 11708 -3.6274951
a 11627 11800 -3.1157532
a 11629 11724 -3.8537394
a 11629 11818 -3.7188443
a 11631 11722 -3.3202835
a 11631 11806 -1.7276870
a 11633 11728 -3.8249169
a 11633 11822 -4.1720881
a 11635 11732 -3.1416808
a 11635 11824 -2.3627041
a 11637 11726 -3.2856088
a 11637 11820 -2.2634413
a 11639 11730 -3.1809737
a 11639 11808 -2.5527283
a 11641 11720 -1.7819652
a 11641 11814 0.3527994
a 11643 11738 -1.8351872
a 11643 11826 -0.8624802
a 11645 11734 -3.0691822
a 11645 11836 -1.5466458
a 11647 11736 -4.0584978
a 11647 11838 -3.6185696
a 11649 11746 -3.5706109
a 11651 11750 -3.8031209
a 11651 11834 -3.8084826
a 11653 11748 -3.5897312
a 11653 11832 -2.9196629
a 11655 11744 -3.5871592
a 11655 11830 -3.3466183
a 11657 11742 -3.5396681
a 11657 11840 -3.0835728
a 11659 11752 -4.1010370
a 11659 11842 -3.5130850
a 11661 11740 -3.8659905
a 11661 11828 -3.3835844
a 11663 11756 -3.5912833
a 11663 11844 0.5398485
a 11665 11754 -3.2405966
a 11665 11852 -1.2707276
a 11667 11758 -2.9180485
a 11667 11858 -1.3546942
a 11669 11770 -4.2056016
a 11669 11866 -3.2397533
a 11671 11764 -3.6630434
a 11671 11854 -3.2818624
a 11673 11868 -3.3707636
a 11675 11760 -4.0835553
a 11675 11848 -2.9129258
a 11677 11780 -3.4788362
a 11677 11870 -3.2686307
a 11679 11788 -3.5189242
a 11681 11766 -3.6948995
a 11681 11850 -3.0087035
a 11683 11774 -3.1268414
a 11683 11860 -2.6509007
a 11685 11784 -3.3730351
a 11685 11872 -2.4664386
a 11687 11776 -3.1775182
a 11689 11786 -3.7522880
a 11689 11874 -3.4319219
a 11691 11778 -3.4613843
a 11691 11864 -2.8288851
a 11693 11762 -3.0469526
a 11693 11862 -1.4304491
a 11697 11782 -3.8673187
a 11697 11856 -3.6708202
a 11699 11772 1.0077015
a 11699 11846 1.2424148
a 11701 11796 -3.1431623
a 11701 11878 -0.5884643
a 11703 11794 -3.4460597
a 11703 11880 -4.0964259
a 11705 11790 -1.6355948
a 11705 11876 0.0893839
a 11707 11798 -3.6018142
a 11707 11886 -3.1409678
a 11709 11800 -3.6535333
a 11709 11884 -3.1687186
a 11711 11804 -4.1047567
a 11711 11888 -3.8557092
a 11713 11802 -3.4745983
a 11713 11882 -2.6387995
a 11715 11810 -3.6372161
a 11715 11892 -3.0035111
a 11717 11816 -3.6064836
a 11717 11904 -3.4329825
a 11719 11812 -4.4775727
a 11719 11898 -3.4525674
a 11721 11814 -2.0997276
a 11721 11906 -0.2498010
a 11723 11806 -3.1203646
a 11723 11896 -1.8962553
a 11725 11818 -3.7975119
a 11725 11902 -3.6478711
a 11727 11820 -3.4289494
a 11727 11922 -2.2117999
a 11729 11822 -3.8371343
a 11729 11900 -3.5813154
a 11731 11808 -3.2951977
a 11731 11890 -2.6310479
a 11733 11824 -3.5694523
a 11733 11894 -3.1615809
a 11735 11836 -3.2341102
a 11735 11944 -1.7890660
a 11737 11838 -3.7115448
a 11737 11916 -3.4360900
a 11739 11826 -3.5654793
a 11739 11910 -2.7985594
a 11741 11828 -3.6871809
a 11741 11912 -3.1998781
a 11743 11840 -3.5792178
a 11743 11918 -3.0351535
a 11745 11830 -3.5181559
a 11745 11924 -2.8931566
a 11747 11908 -2.4313718
a 11749 11832 -3.4539219
a 11749 11926 -2.4862556
a 11751 11834 -3.8874994
a 11751 11920 -3.6228380
a 11753 11842 -3.7005793
a 11753 11932 -3.3897865
a 11755 11852 -2.6190034
a 11755 11958 -0.5627986
a 11757 11844 0.4941054
a 11757 11928 0.2217865
a 11759 11858 -2.8116559
a 11759 11966 -0.1158660
a 11761 11848 -3.5657326
a 11761 11938 -3.1276603
a 11763 11862 -2.8603861
a 11763 11914 -0.7633741
a 11765 11854 -3.9116910
a 11765 11942 -3.2725172
a 11767 11850 -3.6167122
a 11767 11948 -3.2068131
a 11771 11866 -3.7217454
a 11771 11946 -3.3285959
a 11773 11846 -2.3313178
a 11775 11860 -3.6810116
a 11775 11954 -3.1910320
a 11779 11864 -3.4898922
a 11779 11940 -3.3961407
a 11781 11870 -3.6596505
a 11781 11950 -2.9464783
a 11783 11856 -3.8202164
a 11783 11930 -3.4842328
a 11785 11872 -3.4346054
a 11785 11956 -2.9425422
a 11787 11874 -3.5879445
a 11791 11876 -2.5502571
a 11795 11880 -2.9507640
a 11795 11968 -3.3205791
a 11797 11878 -1.8974288
a 11797 11964 -1.1326356
a 11799 11886 -4.1701376
a 11799 11974 -3.0798137
a 11801 11884 -3.6119246
a 11801 11972 -3.2043897
a 11803 11882 -3.4809234
a 11803 11970 -2.6470464
a 11805 11888 -3.9082269
a 11805 11978 -3.8363545
a 11807 11896 -3.2405910
a 11807 11984 -2.4036739
a 11809 11890 -3.4179154
a 11809 11980 -2.6899778
a 11811 11892 -3.6137066
a 11811 11982 -3.1040838
a 11813 11898 -3.7356522
a 11813 11976 -3.2704769
a 11815 11906 -2.5530142
a 11815 11996 -1.0560238
a 11817 11904 -3.7881315
a 11817 11994 -3.4487363
a 11819 11902 -4.2678437
a 11819 11998 -3.6244464
a 11821 11922 -3.5003100
a 11821 12010 -2.1331269
a 11823 11900 -3.7940424
a 11823 11992 -3.6376859
a 11825 11894 -3.7477396
a 11825 11986 -3.3159026
a 11827 11910 -4.1284726
a 11827 11988 -2.6184231
a 11829 11912 -3.6840322
a 11829 12006 -2.9969607
a 11831 11924 -3.0786280
a 11831 12002 -2.8661594
a 11833 11926 -3.4785314
a 11833 12014 -2.7587781
a 11835 11920 -3.6429890
a 11835 12008 -3.6416501
a 11837 11944 -3.3515244
a 11837 12020 -1.4465498
a 11839 11916 -3.7662646
a 11839 12016 -2.5496699
a 11841 11918 -3.6721730
a 11841 12000 -3.2827600
a 11843 11932 -3.5632341
a 11843 12022 -3.2445991
a 11845 11928 -4.0523112
a 11845 12024 -2.0688727
a 11847 11908 0.8019570
a 11847 11990 0.4175740
a 11849 11938 -3.4354365
a 11849 12032 -2.6977322
a 11851 11948 -3.5188564
a 11851 12030 -2.8916403
a 11853 11958 -2.7245667
a 11853 12028 0.0794921
a 11855 11942 -3.7179781
a 11855 12038 -1.3158837
a 11857 11930 -4.3008172
a 11857 12018 -3.6485672
a 11859 11966 -2.6453490
a 11861 11954 -3.6342719
a 11861 12044 -2.4102584
a 11863 11914 -2.6019533
a 11863 12004 -0.0247319
a 11865 11940 -3.7504560
a 11865 12012 -3.2263971
a 11867 11946 -3.8722795
a 11867 12050 -3.2128741
a 11869 11936 -4.3161848
a 11869 12034 -3.5581758
a 11871 11950 -3.2098570
a 11871 12026 -2.6238838
a 11873 11956 -3.5616941
a 11873 12046 -3.3705438
a 11877 12056 -1.5264142
a 11879 11964 -3.2416568
a 11879 12060 -1.5950333
a 11881 11968 -3.6487047
a 11881 12054 -3.6190119
a 11883 11970 -3.4268699
a 11883 12062 -2.8906684
a 11885 11972 -3.5845811
a 11885 12066 -3.3309051
a 11887 11974 -3.6260258
a 11887 12064 -3.2093022
a 11889 11978 -3.8910890
a 11889 12068 -3.7861492
a 11891 11980 -3.6221657
a 11891 12070 -3.3153244
a 11893 11982 -3.6126122
a 11893 12086 -3.1501546
a 11895 11986 -3.6625838
a 11895 12074 -3.7145579
a 11897 11984 -3.4468216
a 11897 12078 -2.4918850
a 11899 11976 -3.6446153
a 11899 12092 -3.2570467
a 11901 11992 -3.6938134
a 11901 12080 -3.5166978
a 11903 11998 -3.7444820
a 11903 12076 -3.6611986
a 11905 11994 -3.6810687
a 11905 12088 -3.4377175
a 11907 11996 -2.8778960
a 11907 12072 -1.6687840
a 11909 11990 -3.4779410
a 11909 12084 -2.3758724
a 11911 11988 -3.2830112
a 11911 12090 -2.5108858
a 11913 12006 -3.5445344
a 11913 12098 -3.0155770
a 11915 12004 -2.5947431
a 11915 12082 -1.3013057
a 11917 12016 -1.9393497
a 11917 12110 -1.4983547
a 11919 12000 -3.6460866
a 11919 12094 -3.2064312
a 11921 12008 -3.5458456
a 11921 12108 -3.5563338
a 11923 12010 -3.0019437
a 11923 12100 -2.0280740
a 11925 12002 -3.6444815
a 11925 12096 -3.3093349
a 11927 12014 -3.6748459
a 11927 12124 -3.1539122
a 11929 12024 -3.0674303
a 11929 12106 -0.7789128
a 11931 12018 -3.6884344
a 11931 12112 -3.5928715
a 11933 12022 -3.4405478
a 11933 12114 -3.3196050
a 11935 12042 -3.1707037
a 11935 12120 -3.2128411
a 11937 12034 -4.2172442
a 11937 12118 -3.4817011
a 11939 12032 -3.3002843
a 11939 12116 -3.2377443
a 11941 12012 -3.5431833
a 11941 12102 -3.4704562
a 11943 12038 -3.1819313
a 11943 12130 -2.7670315
a 11945 12020 -2.8697627
a 11945 12104 -1.1032203
a 11947 12050 -3.8874795
a 11947 12142 -3.3493269
a 11949 12030 -3.4175259
a 11949 12128 -2.7054543
a 11951 12026 -3.5197924
a 11951 12122 -2.9789718
a 11953 12048 -3.5830630
a 11953 12136 -3.5218201
a 11955 12044 -2.9852138
a 11955 12134 -2.7499406
a 11957 12046 -3.7703528
a 11957 12132 -3.7739001
a 11959 12028 -2.2341075
a 11963 12052 -0.3981511
a 11965 12060 -2.6257138
a 11969 12054 -3.7712380
a 11969 12138 -3.4305934
a 11971 12062 -3.5847887
a 11971 12158 -3.1621029
a 11973 12066 -3.7219462
a 11973 12162 -3.3702404
a 11975 12064 -4.4544092
a 11975 12156 -3.2827764
a 11977 12092 -3.7303627
a 11977 12180 -3.0106049
a 11979 12068 -3.8959482
a 11979 12164 -3.8513573
a 11981 12070 -3.7790460
a 11981 12160 -3.7280741
a 11983 12086 -3.7600357
a 11983 12188 -3.3678224
a 11985 12078 -3.3142786
a 11985 12166 -2.4772354
a 11987 12074 -3.7428477
a 11987 12172 -3.4484953
a 11989 12090 -3.9384916
a 11989 12178 -2.3621878
a 11991 12084 -3.5557707
a 11991 12174 -2.7133196
a 11993 12080 -3.8142087
a 11993 12176 -3.7006518
a 11995 12088 -3.7438418
a 11995 12202 -3.6486942
a 11997 12072 -3.0578217
a 11997 12168 -2.0525379
a 11999 12076 -3.9498826
a 11999 12170 -3.4903795
a 12001 12094 -3.7532560
a 12001 12184 -3.7764718
a 12003 12096 -3.8881853
a 12003 12182 -3.0887387
a 12005 12082 -3.1546603
a 12005 12192 -1.4735767
a 12007 12098 -3.5581309
a 12007 12196 -3.0143422
a 12009 12108 -3.8564369
a 12009 12206 -3.9274950
a 12011 12100 -3.1825972
a 12011 12186 -1.0392819
a 12013 12102 -3.7325615
a 12013 12194 -3.5366112
a 12015 12124 -3.7631406
a 12015 12212 0.2863188
a 12017 12110 -3.6258318
a 12017 12214 -3.3962247
a 12019 12112 -4.2102676
a 12019 12208 -3.7687638
a 12021 12104 -2.9245033
a 12021 12198 -1.2670856
a 12023 12114 -3.9539142
a 12023 12210 -3.7969003
a 12025 12106 -2.2656682
a 12025 12190 -0.3496281
a 12027 12122 -3.5444217
a 12031 12128 -3.3046386
a 12031 12222 -3.1829081
a 12033 12116 -3.5930238
a 12033 12204 -3.1082242
a 12035 12118 -4.2936720
a 12035 12220 -3.3451947
a 12037 12148 -4.1809018
a 12037 12200 -3.4852537
a 12039 12130 -4.0670535
a 12039 12224 -3.5561300
a 12041 12126 -3.5769751
a 12041 12218 -1.7439382
a 12043 12120 -3.7917007
a 12043 12216 -3.2790986
a 12045 12134 -3.7748866
a 12045 12236 -2.7775937
a 12047 12132 -3.7617507
a 12047 12226 -3.5548576
a 12049 12136 -3.6446638
a 12049 12234 0.3131721
a 12051 12142 -4.2271753
a 12051 12232 -3.0911252
a 12053 12140 -3.1326794
a 12055 12138 -3.5537023
a 12055 12230 -3.9155674
a 12059 12144 -3.0943632
a 12059 12240 -2.3074767
a 12061 12146 -3.1762400
a 12061 12228 -1.2720409
a 12063 12158 -3.6500022
a 12063 12248 -3.1921139
a 12065 12156 -3.6856763
a 12065 12246 -3.8481650
a 12067 12162 -3.5905939
a 12067 12262 -3.1590297
a 12069 12164 -3.8958489
a 12069 12244 -3.8496535
a 12071 12160 -3.7895370
a 12071 12250 -3.5525757
a 12073 12168 -3.1479428
a 12073 12258 -1.9415367
a 12075 12172 -3.6655941
a 12075 12264 -3.3642236
a 12077 12170 -3.7332981
a 12077 12260 -3.6194350
a 12079 12166 -3.4557853
a 12079 12252 -2.2110568
a 12081 12176 -3.8472995
a 12081 12270 -3.7783700
a 12083 12192 -2.6593409
a 12083 12294 -0.3965032
a 12085 12174 -3.3967595
a 12085 12256 -1.8513587
a 12087 12188 -3.6888705
a 12087 12266 -3.5245524
a 12089 12202 -3.8581714
a 12089 12300 -3.7767781
a 12091 12178 -3.3459744
a 12091 12272 -2.4404335
a 12093 12180 -3.4126659
a 12093 12254 -2.7916584
a 12095 12184 -3.7955072
a 12095 12268 -3.5419938
a 12097 12182 -3.4343482
a 12097 12278 -3.3856839
a 12099 12196 -3.5109590
a 12099 12280 -2.8256347
a 12101 12186 -2.5269831
a 12101 12276 -1.6849355
a 12103 12194 -3.7341480
a 12103 12282 -3.5430160
a 12105 12198 -3.4874330
a 12105 12298 -2.0974040
a 12107 12190 -2.8505529
a 12107 12274 -1.2229874
a 12109 12206 -3.7613037
a 12109 12290 -3.8541891
a 12111 12214 -3.6109466
a 12111 12288 -3.2325415
a 12113 12208 -3.8612516
a 12113 12292 -3.7660006
a 12115 12210 -3.9616557
a 12115 12304 -3.6755329
a 12117 12204 -3.4081438
a 12117 12296 -3.3204591
a 12119 12220 -3.6770971
a 12119 12310 -3.2986461
a 12121 12216 -4.0843199
a 12121 12286 -3.7639019
a 12125 12212 -0.3446996
a 12125 12308 0.2990778
a 12127 12218 -2.9855964
a 12127 12284 -1.8092370
a 12129 12222 -3.4418927
a 12129 12306 -2.9762756
a 12131 12224 -3.6676648
a 12131 12312 -3.3183748
a 12133 12226 -3.5991152
a 12133 12316 -2.9403621
a 12135 12236 -3.2684165
a 12135 12326 -3.4411218
a 12137 12234 0.2845387
a 12139 12230 -3.6163685
a 12139 12322 -3.5086632
a 12143 12232 -4.0412127
a 12143 12330 -2.4883148
a 12145 12240 -3.2298747
a 12145 12320 -2.5748347
a 12147 12228 -3.7363577
a 12147 12328 -1.2565663
a 12149 12200 -3.8426693
a 12149 12302 -3.0514797
a 12155 12242 -3.2617455
a 12155 12314 -0.7583403
a 12157 12246 -3.9399501
a 12157 12336 -3.5484435
a 12159 12248 -3.6466018
a 12159 12338 -3.1894077
a 12161 12250 -3.7576673
a 12161 12340 -3.2853085
a 12163 12262 -3.6274901
a 12163 12350 -3.2788642
a 12165 12244 -4.0424139
a 12165 12334 -4.0112382
a 12167 12252 -3.2207020
a 12167 12342 -1.9123676
a 12169 12258 -3.0134499
a 12169 12348 -1.5317916
a 12171 12260 -3.8019289
a 12171 12344 -3.6398585
a 12173 12264 -3.7603680
a 12173 12346 -3.4792963
a 12175 12256 -3.1326513
a 12175 12352 -1.5957227
a 12177 12270 -3.8475967
a 12177 12358 -3.7171556
a 12179 12272 -3.5442798
a 12179 12368 -2.3974016
a 12181 12254 -3.5494363
a 12181 12356 -4.0687484
a 12183 12278 -3.7243615
a 12183 12374 -3.5181750
a 12185 12268 -3.7425091
a 12185 12364 -3.4648005
a 12187 12276 -3.2931966
a 12187 12360 -1.9397929
a 12189 12266 -4.0915549
a 12189 12362 -3.5842795
a 12191 12274 -2.6339805
a 12191 12354 -1.9993394
a 12193 12294 -1.7633808
a 12193 12372 0.0606400
a 12195 12282 -3.7908872
a 12195 12370 -3.4262501
a 12197 12280 -3.2980036
a 12197 12402 -2.0042929
a 12199 12298 -3.8372817
a 12199 12400 -1.6880405
a 12201 12302 -4.2211114
a 12201 12388 -3.5069284
a 12203 12300 -3.8056027
a 12203 12392 -3.8161971
a 12205 12296 -3.7617008
a 12205 12390 -3.3373358
a 12207 12290 -4.1332962
a 12207 12378 -3.6903896
a 12209 12292 -4.1145756
a 12209 12382 -4.0944622
a 12211 12304 -3.8588542
a 12211 12386 -3.7180639
a 12213 12308 -3.5473130
a 12213 12394 -3.1272884
a 12215 12288 -3.3446347
a 12215 12376 -3.0586532
a 12217 12286 -3.7793050
a 12217 12380 -3.3735128
a 12219 12284 -3.5065809
a 12219 12366 -2.7132190
a 12221 12310 -4.3722511
a 12221 12384 -3.6941759
a 12223 12306 -3.8342527
a 12223 12396 -3.0984823
a 12225 12312 -3.6012900
a 12225 12398 -3.2640262
a 12227 12316 -3.5159891
a 12227 12404 -1.2920652
a 12229 12328 -1.0123556
a 12229 12422 -1.5727935
a 12231 12322 -3.8793525
a 12233 12330 -3.0930605
a 12235 12414 -3.1009741
a 12237 12326 -3.5700581
a 12239 12318 -3.8770596
a 12241 12320 -4.0425844
a 12241 12406 -3.2170162
a 12243 12314 -3.5552117
a 12243 12416 -2.6010571
a 12245 12334 -4.7188886
a 12245 12432 -3.9183867
a 12247 12336 -3.7801288
a 12247 12428 -3.5419031
a 12249 12338 -3.6105141
a 12249 12426 -3.4892577
a 12251 12340 -3.6317269
a 12251 12424 -3.3361582
a 12253 12342 -3.1204170
a 12253 12430 -1.8749886
a 12255 12356 -3.6474763
a 12255 12450 -3.2586864
a 12257 12352 -3.1247087
a 12257 12456 -2.1806295
a 12259 12348 -2.9094875
a 12259 12440 -1.3643494
a 12261 12344 -3.7811017
a 12261 12434 -3.6180332
a 12263 12350 -3.7324251
a 12263 12454 -3.4251004
a 12265 12346 -3.6241320
a 12265 12438 -3.3737352
a 12267 12362 -3.8070321
a 12267 12436 -3.5337445
a 12269 12364 -3.6532431
a 12269 12466 -3.4897302
a 12271 12358 -3.7669561
a 12271 12448 -3.8569994
a 12273 12368 -3.6331421
a 12273 12446 -3.3505724
a 12275 12354 -3.4454803
a 12275 12452 -2.8879392
a 12277 12360 -2.6854635
a 12277 12444 -1.6623433
a 12279 12374 -3.8331790
a 12279 12474 -3.5019418
a 12281 12402 -2.9706829
a 12281 12492 -1.6585215
a 12283 12370 -3.5914433
a 12283 12458 -3.4060351
a 12285 12366 -3.4619173
a 12285 12442 -2.7960198
a 12287 12380 -3.4006885
a 12287 12468 -3.1501229
a 12289 12376 -3.6576160
a 12289 12462 -3.5863807
a 12291 12378 -3.6844751
a 12291 12472 -3.7616223
a 12293 12382 -4.4144057
a 12293 12470 -3.8521605
a 12295 12372 -2.0660183
a 12295 12460 -0.0900891
a 12297 12390 -3.5098346
a 12297 12490 -3.2742810
a 12299 12400 -3.0672849
a 12299 12476 -1.5010210
a 12301 12392 -3.8675711
a 12301 12486 -3.6147555
a 12303 12388 -4.3303564
a 12303 12478 -3.7892126
a 12305 12386 -3.7375978
a 12305 12484 -3.5347874
a 12307 12396 -3.5578917
a 12307 12482 -3.2404451
a 12309 12394 -3.7080250
a 12309 12488 -3.2523803
a 12311 12384 -3.9836413
a 12313 12398 -3.5338972
a 12313 12480 -3.1789358
a 12315 12416 -3.5850153
a 12317 12404 -2.6403019
a 12317 12494 -0.5940177
a 12321 12406 -3.6338364
a 12321 12502 -3.0195576
a 12325 12412 -3.4206818
a 12327 12500 -1.4312144
a 12329 12422 -2.8398262
a 12329 12496 0.9586816
a 12331 12498 -1.3454133
a 12333 12464 0.1707015
a 12335 12432 -4.1352623
a 12335 12506 -4.1325515
a 12337 12428 -4.5223732
a 12337 12510 -3.5906893
a 12339 12426 -4.3134031
a 12339 12508 -3.5614265
a 12341 12424 -3.5890100
a 12341 12512 -3.1430634
a 12343 12430 -3.2963918
a 12343 12504 -2.2294805
a 12345 12434 -4.2727060
a 12345 12516 -3.7145582
a 12347 12438 -3.7442710
a 12347 12522 -3.2779583
a 12349 12440 -2.6716994
a 12349 12526 -1.5531801
a 12351 12454 -3.6972181
a 12351 12540 -3.5202571
a 12353 12456 -3.3853271
a 12353 12524 -2.6102679
a 12355 12452 -3.5192486
a 12355 12530 -2.7770020
a 12357 12450 -3.7170587
a 12357 12534 -3.1454710
a 12359 12448 -4.0663991
a 12359 12528 -3.6941825
a 12361 12444 -3.6670622
a 12361 12532 -1.1990873
a 12363 12436 -3.7725360
a 12363 12518 -3.2077376
a 12365 12466 -3.6164890
a 12365 12538 -3.2411114
a 12367 12442 -3.9469127
a 12367 12520 -3.0093430
a 12369 12446 -4.1337835
a 12369 12514 -2.9413399
a 12371 12458 -3.7869003
a 12371 12536 -3.2658688
a 12373 12460 -2.7203735
a 12373 12574 -1.2537219
a 12375 12474 -3.6770525
a 12375 12542 -3.2054816
a 12377 12462 -3.7334827
a 12377 12548 -3.5316453
a 12379 12472 -3.9457433
a 12379 12550 -4.0308614
a 12381 12468 -4.3782230
a 12381 12558 -3.2703218
a 12383 12470 -4.0193376
a 12383 12546 -3.8392590
a 12385 12560 -2.9641377
a 12387 12484 -3.7538074
a 12387 12562 -3.7215708
a 12389 12478 -4.2942173
a 12389 12564 -3.6790594
a 12391 12490 -3.4911212
a 12391 12556 -3.1769010
a 12393 12486 -4.1551290
a 12393 12566 -3.9508288
a 12395 12488 -3.6284943
a 12395 12570 -3.6807836
a 12397 12482 -3.5668357
a 12397 12554 -3.1897760
a 12399 12480 -3.7722409
a 12399 12544 -3.4340328
a 12401 12476 -2.9658660
a 12401 12552 -1.0466905
a 12403 12492 -2.0207379
a 12403 12572 -0.4813380
a 12405 12494 -2.6749820
a 12405 12576 1.3062483
a 12407 12502 -3.4031241
a 12409 12568 1.1446521
a 12415 12588 -3.4789909
a 12423 12586 -2.4230205
a 12425 12512 -3.7153646
a 12425 12598 -3.3176674
a 12427 12508 -4.1807850
a 12427 12592 -3.5761530
a 12429 12510 -3.9958618
a 12429 12594 -3.2217076
a 12431 12504 -3.3571460
a 12431 12596 -2.2890264
a 12433 12506 -3.9598083
a 12433 12590 -3.6856969
a 12435 12516 -3.8038938
a 12435 12604 -3.0722385
a 12437 12518 -3.6008770
a 12437 12600 -2.9087809
a 12439 12522 -3.5653509
a 12439 12616 -3.3934844
a 12441 12526 -2.8782901
a 12441 12614 -1.5886177
a 12443 12520 -3.7076579
a 12443 12606 -3.4346922
a 12445 12532 -2.6529069
a 12445 12622 -1.3003508
a 12447 12514 -3.5955491
a 12447 12602 -2.1634667
a 12449 12528 -3.9028641
a 12449 12610 -4.1664964
a 12451 12534 -3.5130653
a 12451 12608 -2.9400990
a 12453 12530 -3.3810587
a 12453 12620 -2.9656751
a 12455 12540 -3.6127685
a 12455 12612 -3.3939752
a 12457 12524 -3.5447745
a 12457 12618 -2.9453804
a 12459 12536 -3.7178432
a 12459 12626 -2.9178174
a 12461 12574 -3.3355077
a 12461 12660 -2.1250677
a 12463 12548 -3.5797002
a 12463 12630 -3.5987510
a 12465 12640 -0.8857236
a 12467 12538 -3.8639473
a 12467 12638 -3.4109840
a 12469 12558 -3.9754280
a 12469 12636 -3.5300163
a 12471 12546 -3.7970085
a 12471 12632 -3.7185398
a 12473 12550 -3.8114314
a 12473 12634 -4.0883007
a 12475 12542 -3.6956527
a 12475 12624 -3.2769590
a 12477 12552 -2.8346185
a 12477 12654 -1.5086391
a 12479 12564 -4.2674421
a 12479 12650 -3.8276888
a 12481 12544 -3.7049348
a 12481 12628 -3.5876622
a 12483 12554 -3.5984881
a 12483 12644 -3.2719855
a 12485 12562 -3.7958046
a 12485 12642 -3.4281362
a 12487 12566 -4.3248529
a 12487 12652 -3.8000198
a 12489 12570 -3.5201060
a 12489 12648 -3.0613482
a 12491 12556 -3.3001410
a 12491 12646 -3.0687848
a 12493 12572 -3.1897226
a 12493 12656 -0.4393331
a 12495 12576 0.5491633
a 12495 12672 1.3253230
a 12499 12582 -2.0336191
a 12499 12670 0.4854412
a 12501 12584 -0.6811871
a 12501 12666 -0.0849249
a 12505 12596 -3.3575069
a 12505 12688 -2.1442028
a 12507 12590 -3.8562387
a 12507 12682 -3.8333203
a 12509 12592 -3.9674897
a 12509 12684 -3.0675288
a 12511 12594 -3.7390069
a 12511 12680 -2.7945300
a 12513 12598 -3.6569890
a 12513 12686 -2.9513611
a 12515 12602 -3.2145182
a 12515 12690 -2.5016217
a 12517 12604 -3.5576404
a 12517 12702 -2.7842984
a 12519 12600 -3.4922395
a 12519 12692 -2.6066983
a 12521 12606 -3.8000963
a 12521 12698 -3.6109590
a 12523 12616 -3.7496141
a 12523 12710 -3.0235445
a 12525 12618 -3.2921819
a 12525 12694 -2.7217897
a 12527 12614 -3.0055703
a 12527 12700 -1.8629326
a 12529 12610 -4.3758988
a 12529 12704 -3.8202646
a 12531 12620 -3.8877306
a 12531 12706 -2.8674764
a 12533 12622 -3.8635431
a 12533 12742 -2.1975578
a 12535 12608 -3.5175573
a 12535 12708 -2.4402919
a 12537 12626 -3.6170907
a 12537 12712 -3.0211161
a 12539 12638 -3.9388848
a 12539 12722 -3.3686987
a 12541 12612 -3.7434434
a 12541 12696 -3.3556055
a 12543 12624 -3.7609192
a 12543 12716 -3.3087247
a 12545 12628 -4.2675865
a 12545 12724 -3.3095820
a 12547 12632 -4.3242733
a 12547 12714 -4.0060377
a 12549 12630 -3.7413828
a 12549 12734 -3.5333263
a 12551 12634 -3.7633206
a 12551 12730 -3.6150925
a 12553 12654 -3.1796981
a 12553 12718 -1.6484346
a 12555 12644 -4.0273043
a 12555 12728 -3.4088245
a 12557 12646 -3.7774709
a 12557 12720 -3.4872749
a 12559 12636 -3.9029094
a 12559 12732 -2.7385634
a 12561 12726 -3.6043814
a 12563 12642 -4.4873240
a 12563 12740 -3.6511449
a 12565 12650 -4.6398857
a 12565 12736 -3.9261297
a 12567 12652 -3.8803230
a 12567 12746 -3.4699342
a 12569 12664 -2.6759607
a 12569 12738 -1.4180281
a 12571 12648 -3.6286770
a 12573 12656 -1.3172950
a 12573 12748 -2.0045634
a 12575 12660 -3.2677935
a 12575 12744 -2.0331376
a 12577 12672 -1.1358708
a 12577 12764 0.3116148
